OverAllReliabilityScore,AvgSuccessRateOnSimilarTasks,AvgSubmissionQualityOnSimilarTasks,TasCompletionTime(Days),TaskTotalPrize,numberOfCurrentlyRegisteredButNotYetSubmittedTasks,numberOfRegisteredTasksInLastXDays,numberOfSubmittedTasksInLastXDays,numberOfWonTasksInLastXDays,averagePriceOfRegisteredTasksInLastXDays,AverageofCurrentlyRegisteredButNotYetSubmittedTasksForTopYCompetitiors,AverageNumberOfRegisteredTasksForTopYCompetitiorsInLastXDays,AverageNumberOfSubmittedTasksForTopYCompetitiorsInLastXDays,AverageNumberOfWonTasksForTopYCompetitiorsInLastXDays,AverageofAverageTotalPrizeForTopYCompetitiorsInLastXDays,AverageofAverageSubmissionQualityForTopYCompetitiors,AverageofAverageSucessRateForTopYCompetitiors,WinRate,PlacementInCompetitions,MinimumSubmissionQuality,AverageSubmissionQuality,MaximumSubmissionQuality,AverageSubmissionQualityInSameChallengeTypeTopYCompetitiors,PlacementInSameChallengeTypeTopYCompetitiors,KnownAndRequiredTechnologyRatioConsideringLastXMonths,NumberOfUnexploredTechnolgiesConsideringLastXMonths,WinnerOrNon-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,49,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,45,100,100,100,38.125,20.625,0,1,Non-Winner
0,0,0,7,50,0,1,0,0,5000,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,55,100,100,100,38.125,20.625,0,1,Non-Winner
0,0,0,30.00347222,200,0,2,0,0,200,0,94,16,13,1080.323818,80,0.362444444,0,100,0,0,0,100,1,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,44,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,50,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,51,100,100,100,38.125,20.625,0,1,Non-Winner
0,0,0,30.00347222,300,0,0,0,0,0,0,54,10,7,966.7574551,80,0.27513369,0,100,0,0,0,100,1,0,1,Non-Winner
0,0,0,7,50,0,1,0,0,2400,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
1,0,97.5,7.000694444,250,0,2,1,0,1225,0,70,22,17,1163.428904,77.5,0.2,0,89,97.5,97.5,97.5,93.58333333,78.02,0,0,Non-Winner
0.545454545,0.555555556,88.59,5,2100,0,13,7,5,1688.461538,0,85,16,13,1461.766927,36.2865,0.093333333,0.833333333,1.666666667,83.89,88.59,94.36,73.01616667,2.208333333,0.8,0,Winner
0,0,0,7,50,0,0,0,0,0,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
0.4,0.3,91.7575,5,2100,0,19,9,7,1852.631579,0,82,16,13,1606.240611,17.935,0.033333333,0.833333333,1.833333333,82.46,92.77333333,97.39,73.20616667,2.125,0.380952381,0,Non-Winner
0,0,0,7.999305556,1500,0,0,0,0,0,0,66,8,6,1422.251138,93.24016667,0.23982684,0,100,0,0,0,92.5325,5.783333333,0,2,Non-Winner
1,0,97.5,7.000694444,250,0,1,1,0,50,0,70,22,17,1163.428904,77.5,0.2,0,90,97.5,97.5,97.5,93.58333333,78.02,0,0,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
1,0,97.5,7.000694444,250,0,1,1,0,50,0,70,22,17,1163.428904,77.5,0.2,0,91,97.5,97.5,97.5,93.58333333,78.02,0,0,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
0.962962963,0.590909091,92.0890625,3,900,0,73,34,25,1453.438356,0,216,7,3,1436.632873,36.63509091,0.176565657,0.730769231,2.076923077,81.08,90.71384615,98.26,36.60578205,2.051282051,0.645714286,0,Winner
0.285714286,0,100,31.00208333,5000,0,76,12,9,761.6447368,0,78,11,9,1290.654804,18,0,0.25,20,97.5,98.125,100,36.219,11.5,0,0,Non-Winner
0.375,0.28125,89.305,5,2400,0,44,13,11,2032.954545,0,78,8,5,1482.51734,85.53166667,0.225820927,0.916666667,1.416666667,75.67,89.3325,97,82.908,1.718181818,0.515151515,0,Winner
1,0,90,31.00208333,5000,0,1,1,0,5000,0,85,12,10,1114.983751,38,0,0,121,90,90,90,38.125,20.625,0,0,Non-Winner
0,0,0,7,50,0,1,0,0,5000,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
0.333333333,0,100,31.00208333,5000,0,4,1,0,1400,0,85,12,10,1114.983751,38,0,0,44,100,100,100,38.125,20.625,0,0,Non-Winner
1,0,95,7,50,0,3,1,0,866.6666667,0,70,22,17,1179.216269,57.5,0.2,0,48,95,95,95,92.21666667,49.5,0,0,Non-Winner
0,0,0,7.000694444,250,0,0,0,0,0,0,70,22,17,1163.428904,77.5,0.2,0,100,0,0,0,93.58333333,78.02,0,2,Non-Winner
1,0,96.25,7.000694444,250,0,4,2,0,662.5,0,70,22,17,1163.428904,77.5,0.2,0,71,95,96.25,97.5,93.58333333,78.02,0,0,Non-Winner
0.705882353,0.545454545,89.22,7.999305556,1500,0,22,13,6,1211.363636,0,101,6,5,1574.850575,75.39616667,0.130735931,0.416666667,13,80.63,90.88666667,100,93.06383333,6.05,0.5,0,Winner
0.735849057,0.891891892,100,30.00347222,200,0,36,19,15,530,0,112,3,2,1305.422994,60,0.087434743,1,1,100,100,100,80,1,0.6,0,Winner
0.242424242,0.5,81.25,6.628472222,2850,0,56,9,6,2065.178571,0,43,7,6,1380.347005,76.48,0.246926407,0.625,3,81.25,85.23625,90,93.63683333,3.316666667,0.111111111,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,56,100,100,100,38.125,20.625,0,1,Non-Winner
0,0,0,6.628472222,2850,0,0,0,0,0,0,53,8,6,1554.007719,73.292,0.28025974,0,100,0,0,0,91.24608333,3.616666667,0,3,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,57,100,100,100,38.125,20.625,0,1,Non-Winner
0.5,0,0,7,50,0,14,6,2,2535.714286,0,70,22,17,1179.216269,57.5,0.2,0.333333333,58.33333333,80,94.89666667,100,92.21666667,49.5,0.5,0,Non-Winner
0.538461538,0,97.5,7.000694444,250,0,15,7,2,2370,0,70,22,17,1163.428904,77.5,0.2,0.285714286,63.71428571,80,95.26857143,100,93.58333333,78.02,0.5,0,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,63,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,71,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,72,100,100,100,38.125,20.625,0,1,Non-Winner
0.8125,0.727272727,89.68,3,900,0,21,13,11,1411.904762,0,227,12,6,1444.939591,37.11690341,0.149292929,0.846153846,1.769230769,81.48,89.75307692,97.62,36.7979359,2.205128205,0.597402597,0,Winner
0.428571429,0,97.5,7.000694444,250,0,53,9,1,768.5849057,0,70,22,17,1163.428904,77.5,0.2,0,67.33333333,90,95,97.5,93.58333333,78.02,0,0,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,2,Non-Winner
1,0,97.5,7.000694444,250,0,2,2,0,2525,0,70,22,17,1163.428904,77.5,0.2,0,54.5,97.5,98.75,100,93.58333333,78.02,0,0,Non-Winner
0.5,0.222222222,91.88,5,500,0,25,13,11,892.2,0,75,29,25,969.7417179,56.17004808,0.324391927,0.5,3,89.38,91.88,94.38,76.32923016,28.98809524,0.090909091,0,Winner
0.909090909,0.821428571,98.88695652,5,2100,0,76,45,45,1525.065789,0,121,16,12,1543.659712,58.216,0.135347985,1,1,92.42,98.017,100,36.5265,2.25,0.466666667,0,Winner
0.75,0.666666667,92.8575,9,1800,0,7,5,5,1392.857143,0,90,14,10,1539.509293,16.94,0.066666667,1,1,89.61,90.47666667,90.99,35.63783333,1.833333333,0.85,0,Winner
0.8,0.714285714,90.918,7,2100,0,8,6,6,1443.75,0,113,16,11,1589.156479,0,0,1,1,83.16,88.6475,90.99,53.9775,2,0.875,0,Winner
0,0,0,7,50,0,49,0,0,2203.061224,0,70,22,17,1179.216269,57.5,0.2,0,100,0,0,0,92.21666667,49.5,0,0,Non-Winner
0.105263158,0.285714286,85.33222222,30.00347222,40,0,129,16,10,2000.116279,0,141,4,1,684.5812739,20,0.057142857,1,1,100,100,100,40,1,0.45,0,Winner
0.911764706,0.821428571,98.33826087,6,2700,0,77,46,46,1532.532468,0,126,14,11,1480.956614,75.1645,0.054399834,1,1,92.42,97.9683871,100,54.36,2.722222222,0.395652174,0,Winner
1,0,97.5,7.000694444,250,0,1,1,0,50,0,70,22,17,1163.428904,77.5,0.2,0,70,97.5,97.5,97.5,93.58333333,78.02,0,0,Non-Winner
0,0,0,6,2700,0,251,3,0,1656.015936,0,112,22,18,1432.634341,75.04115217,0.208159232,0,100,0,0,0,54.38301075,2.388888889,0,0,Non-Winner
0.090909091,0.076923077,81.25,7.999305556,1500,0,18,1,1,1163.888889,0,66,8,6,1422.251138,93.24016667,0.23982684,1,1,81.25,81.25,81.25,92.5325,5.783333333,1,0,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,97,19,15,1118.378581,75.125,0.033333333,0,100,0,0,0,75.28571429,39.53035714,0,2,Non-Winner
1,1,97.5,7,50,0,6,1,1,525,0,97,19,15,1118.378581,75.125,0.033333333,1,2,97.5,97.5,97.5,75.28571429,39.53035714,1,0,Winner
0.090909091,0.071428571,98.125,7.999305556,1500,0,15,2,1,1363.333333,0,66,8,6,1422.251138,93.24016667,0.23982684,0,3,96.25,96.25,96.25,92.5325,5.783333333,1,0,Non-Winner
0.470588235,0,96.875,7,50,0,28,8,0,1167.857143,0,97,19,15,1118.378581,75.125,0.033333333,0,86.125,80,94.6875,100,75.28571429,39.53035714,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,1,1,0,50,0,97,20,15,1110.078967,96,0.028571429,0,3,97.5,97.5,97.5,95.1375,35.56642857,0,0,Non-Winner
1,0,0,31.00208333,5000,0,3,2,0,113.3333333,0,85,12,10,1114.983751,38,0,0,70.5,97.5,97.5,97.5,38.125,20.625,0,1,Non-Winner
0.740740741,0.894736842,100,30.00347222,150,0,37,20,16,521.0810811,0,65,8,6,1103.485491,80,0.181608392,1,1,100,100,100,100,1,0.625,0,Winner
0.571428571,0,97.5,7,50,0,29,4,0,649.8275862,0,97,19,15,1118.378581,75.125,0.033333333,0,16.25,97.5,98.75,100,75.28571429,39.53035714,0,0,Non-Winner
0.625,0,97.5,7.000694444,250,0,30,5,0,629.8333333,0,97,20,15,1110.078967,96,0.028571429,0,20,97.5,98.5,100,95.1375,35.56642857,0,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
1,0.888888889,92.89125,2,500,0,39,35,34,485.9230769,0,42,11,6,658.1460363,53,0.104960317,0.967741935,1.161290323,80,98.38709677,100,64.99134199,2.743795094,0.235294118,0,Winner
0.56,0.25,100,2,500,0,28,14,11,542.8571429,0,44,15,10,646.7592231,51.57825,0.232738095,0.785714286,2.142857143,70,90.71428571,100,66.5259042,2.498403389,0.090909091,0,Winner
0.5,0,97.5,7,50,0,12,2,0,470.8333333,0,97,19,15,1118.378581,75.125,0.033333333,0,26,97.5,97.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.571428571,0.166666667,90.47,6.628472222,2850,0,9,4,1,1319.444444,0,53,8,6,1554.007719,73.292,0.28025974,0.25,2.75,85.63,90.47,96.25,91.24608333,3.616666667,0.333333333,1,Winner
0.333333333,0,0,7,50,0,22,5,3,1154.545455,0,97,19,15,1118.378581,75.125,0.033333333,0.5,3.75,82.5,88.2825,100,75.28571429,39.53035714,0,2,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,97,19,15,1118.378581,75.125,0.033333333,0,100,0,0,0,75.28571429,39.53035714,0,2,Non-Winner
0.384615385,0,97.5,7.000694444,250,0,23,6,3,1106.521739,0,97,20,15,1110.078967,96,0.028571429,0.4,4.4,82.5,90.126,100,95.1375,35.56642857,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,2,1,0,85,0,97,20,15,1110.078967,96,0.028571429,0,6,97.5,97.5,97.5,95.1375,35.56642857,0,0,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,75,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,76,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,98,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,99,100,100,100,38.125,20.625,0,1,Non-Winner
1,0,0,31.00208333,5000,0,1,1,0,0,0,85,12,10,1114.983751,38,0,0,100,100,100,100,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,1,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.45,0.111111111,80,2,500,0,60,13,7,999.0833333,0,38,15,11,555.513985,55.57825,0.260515873,0.333333333,3.111111111,50,76.66666667,90,69.33542801,2.256339897,0.428571429,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,7,50,0,75,12,11,2016,0,97,19,14,875.1119139,94.625,0.053333333,0,100,0,0,0,94.98571429,36.22428571,0.136363636,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.235294118,0,97.5,7,50,0,23,4,0,2139.130435,0,97,19,15,1118.378581,75.125,0.033333333,0,53.25,97.5,98.75,100,75.28571429,39.53035714,0,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.115384615,0,97.5,7,50,0,118,7,1,871.3559322,0,97,19,15,1118.378581,75.125,0.033333333,0,119.3333333,90,96.5,100,75.28571429,39.53035714,0,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.933333333,0.944444444,99.25419355,30.00347222,300,0,89,84,82,342.0786517,0,72,9,7,1167.820494,58.71733333,0.120952381,1,1,100,100,100,80,1,0.170731707,0,Winner
0.132075472,0,97.5,7.000694444,250,0,119,8,1,864.4537815,0,97,20,15,1110.078967,96,0.028571429,0,103.5714286,90,96.66666667,100,95.1375,35.56642857,0,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.06122449,0,97.5,7,50,0,252,3,0,1660.15873,0,97,19,15,1118.378581,75.125,0.033333333,0,153.6666667,97.5,98.33333333,100,75.28571429,39.53035714,0,0,Non-Winner
0.470588235,0,97.5,7.000694444,250,0,38,8,0,952.6315789,0,97,20,15,1110.078967,96,0.028571429,0,34.25,90,97.1875,100,95.1375,35.56642857,0,0,Non-Winner
0.470588235,0,97.5,7,50,0,38,8,0,957.8947368,0,97,19,15,1118.378581,75.125,0.033333333,0,33.5,90,97.1875,100,75.28571429,39.53035714,0,0,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0,0,0,31.00208333,5000,0,0,0,0,0,0,85,12,10,1114.983751,38,0,0,100,0,0,0,38.125,20.625,0,1,Non-Winner
0.538461538,0,97.5,7.000694444,250,0,20,7,0,1058.75,0,97,20,15,1110.078967,96,0.028571429,0,18.28571429,97.5,98.75,100,95.1375,35.56642857,0,0,Non-Winner
0.538461538,0,97.5,7,50,0,20,7,0,1068.75,0,97,19,15,1118.378581,75.125,0.033333333,0,17.57142857,97.5,98.75,100,75.28571429,39.53035714,0,0,Non-Winner
0.583333333,0,97.5,7.000694444,250,0,20,7,0,779,0,97,20,15,1110.078967,96,0.028571429,0,66,90,95.35714286,97.5,95.1375,35.56642857,0,0,Non-Winner
0.583333333,0,97.5,7,50,0,20,7,0,789,0,97,19,15,1118.378581,75.125,0.033333333,0,65.14285714,90,95.35714286,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.333333333,0,97.5,5,1200,0,92,10,7,860.0543478,0,83,14,11,1650.481356,71.9132,0.190740741,0,33.5,97.5,97.5,97.5,72.447,7.791666667,0,0,Winner
0.2,0,97.5,7.000694444,250,0,178,6,0,1992.977528,0,97,20,15,1110.078967,96,0.028571429,0,64,90,93.75,97.5,95.1375,35.56642857,0,0,Non-Winner
1,0,0,7.000694444,250,0,1,1,0,5000,0,97,20,15,1110.078967,96,0.028571429,0,21,100,100,100,95.1375,35.56642857,0,2,Non-Winner
0.238095238,0,97.5,7,50,0,179,7,0,1983.240223,0,97,19,15,1118.378581,75.125,0.033333333,0,53,90,94.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
1,0,97.5,7,50,0,2,2,0,2625,0,97,19,15,1118.378581,75.125,0.033333333,0,15.5,97.5,98.75,100,75.28571429,39.53035714,0,0,Non-Winner
0.044444444,0,97.5,7,50,0,89,2,0,1518.314607,0,97,19,15,1118.378581,75.125,0.033333333,0,43,97.5,97.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.5,0,97.5,7,50,0,27,6,2,1309.259259,0,97,19,15,1118.378581,75.125,0.033333333,0.2,19.6,97.5,98,100,75.28571429,39.53035714,0,0,Non-Winner
0.545454545,0,97.5,7.000694444,250,0,28,7,2,1264.285714,0,97,20,15,1110.078967,96,0.028571429,0.166666667,19.16666667,97.5,97.91666667,100,95.1375,35.56642857,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,2,2,0,150,0,97,20,15,1110.078967,96,0.028571429,0,69,97.5,97.5,97.5,95.1375,35.56642857,0,0,Non-Winner
1,0,97.5,7,50,0,10,5,0,629,0,97,19,15,1118.378581,75.125,0.033333333,0,22.4,90,96,97.5,75.28571429,39.53035714,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,11,6,0,576.3636364,0,97,20,15,1110.078967,96,0.028571429,0,21.83333333,90,96.25,97.5,95.1375,35.56642857,0,0,Non-Winner
0,0,0,7,50,0,2,0,0,125,0,97,19,15,1118.378581,75.125,0.033333333,0,100,0,0,0,75.28571429,39.53035714,0,1,Non-Winner
0.5,0.142857143,96.5625,7.000694444,250,0,95,12,8,874.4736842,0,97,20,15,1110.078967,96,0.028571429,0.25,22.5,93.75,96.5625,97.5,95.1375,35.56642857,0.0625,0,Non-Winner
0.5,0.142857143,96.5625,7,50,0,95,12,8,876.5789474,0,97,19,15,1118.378581,75.125,0.033333333,0.25,20.75,93.75,96.5625,97.5,75.28571429,39.53035714,0.0625,0,Non-Winner
1,0,97.5,7.000694444,250,0,2,2,0,2525,0,97,20,15,1110.078967,96,0.028571429,0,75.5,90,93.75,97.5,95.1375,35.56642857,0,0,Non-Winner
0.255813953,0.136363636,80.60333333,5,2400,0,132,17,11,1959.128788,0,60,7,5,1497.282491,87.272,0.2547982,0.636363636,2.090909091,75.28,79.65,89.89,84.8445,1.583333333,0.545454545,0,Non-Winner
0,0,0,7,50,0,8,0,0,453.875,0,97,19,15,1118.378581,75.125,0.033333333,0,100,0,0,0,75.28571429,39.53035714,0,0,Non-Winner
0.555555556,0.142857143,85,2,500,0,30,15,3,483.3333333,0,44,15,12,658.663985,54.57825,0.254166667,0.2,3.266666667,60,76.66666667,90,69.33542801,2.217451008,0.333333333,0,Non-Winner
1,0,97.5,7.000694444,250,0,6,3,0,1333.333333,0,97,20,15,1110.078967,96,0.028571429,0,39,90,95,97.5,95.1375,35.56642857,0,0,Non-Winner
0.090909091,0,97.5,7.000694444,250,0,76,13,11,1990.131579,0,101,20,14,886.9473876,95.8125,0.057142857,0,10,97.5,97.5,97.5,94.95,38.06642857,0.136363636,0,Non-Winner
1,0,97.5,7,50,0,7,4,0,1178.571429,0,97,19,15,1118.378581,75.125,0.033333333,0,33.25,90,95.625,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.181818182,0,0,7,50,0,21,2,1,1558.333333,0,97,19,15,1118.378581,75.125,0.033333333,0.5,75.5,83.75,91.875,100,75.28571429,39.53035714,0.5,0,Non-Winner
0.25,0,97.5,7.000694444,250,0,22,3,1,1489.772727,0,97,20,15,1110.078967,96,0.028571429,0.333333333,58.33333333,83.75,93.75,100,95.1375,35.56642857,0.5,0,Non-Winner
1,0,97.5,7,50,0,8,5,0,768.75,0,97,19,15,1118.378581,75.125,0.033333333,0,33.2,90,96,97.5,75.28571429,39.53035714,0,0,Non-Winner
1,0,97.5,7.000694444,250,0,9,6,0,688.8888889,0,97,20,15,1110.078967,96,0.028571429,0,31.83333333,90,96.25,97.5,95.1375,35.56642857,0,0,Non-Winner
0,0,0,7,50,0,0,0,0,0,0,97,19,15,1118.378581,75.125,0.033333333,0,100,0,0,0,75.28571429,39.53035714,0,2,Non-Winner
0.037037037,0,97.5,7.000694444,250,0,573,4,0,1184.95637,0,97,20,15,1110.078967,96,0.028571429,0,45.25,97.5,97.5,97.5,95.1375,35.56642857,0,0,Non-Winner
0.045454545,0,97.5,7,50,0,575,5,0,1183.356522,0,97,19,15,1118.378581,75.125,0.033333333,0,40,97.5,97.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
1,0.5,98.75,7,50,0,20,9,7,1865,0,97,19,15,1118.378581,75.125,0.033333333,0.666666667,3.333333333,94.38,97.29333333,100,75.28571429,39.53035714,0.285714286,0,Non-Winner
1,0.333333333,98.33333333,7.000694444,250,0,21,10,7,1778.571429,0,97,20,15,1110.078967,96,0.028571429,0.5,9.5,94.38,97.345,100,95.1375,35.56642857,0.285714286,0,Non-Winner
1,0,97.5,7,50,0,2,2,0,150,0,97,19,15,1118.378581,75.125,0.033333333,0,69.5,97.5,97.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.333333333,0,97.5,7,50,0,4,1,0,512.5,0,97,19,15,1118.378581,75.125,0.033333333,0,61,97.5,97.5,97.5,75.28571429,39.53035714,0,0,Non-Winner
0.233333333,0,97.5,7.000694444,250,0,148,25,15,1456.351351,0,87,17,13,993.7034332,95.8125,0.057142857,0.285714286,26.35714286,82.5,95,100,95.45,34.795,0.033333333,0,Non-Winner
0.233333333,0,97.5,7,50,0,148,25,15,1457.702703,0,82,17,14,986.7713734,75.125,0.053333333,0.285714286,25.64285714,82.5,95,100,75.98571429,38.86964286,0.033333333,0,Non-Winner
1,0,97.5,7.000694444,250,0,3,3,0,116.6666667,0,97,20,15,1110.078967,96,0.028571429,0,56,97.5,97.5,97.5,95.1375,35.56642857,0,0,Non-Winner
0.25,0.175438596,84.01071429,9.003472222,3000,0,133,17,11,1962.443609,0,60,12,10,1747.212085,72.54493333,0.137630623,0.636363636,2.090909091,75.28,79.65,89.89,35.31029231,1.442307692,0.818181818,0,Non-Winner
0.375,0.363636364,93.172,6.003472222,2100,0,22,11,7,1709.090909,0,93,6,4,1701.263709,72.592,0.240735931,0.833333333,1.833333333,82.46,92.77333333,97.39,71.673,1.625,0.714285714,0,Winner
0.2,0,0,7,50,0,14,1,0,1692.857143,0,97,19,15,1118.378581,75.125,0.033333333,0,30,100,100,100,75.28571429,39.53035714,0,0,Non-Winner
0.9,0.75,96.81666667,6.321527778,3000,0,25,20,19,2614,0,44,10,9,1973.083655,35.9785,0.314285714,1,1,94.48,96.26111111,98.72,34.79726667,1.491666667,0.210526316,1,Winner
1,1,93.25,6.321527778,3000,0,23,15,14,1908.695652,0,44,11,10,2114.144524,36.69183333,0.264285714,1,1.583333333,78.94,89.05833333,94.2,36.23782222,1.2,0.25,1,Winner
0.111111111,0.133333333,86.97,9.003472222,3000,0,30,4,4,2283.333333,0,73,14,11,1959.466432,69.34707619,0.15049612,1,1.666666667,80.11,82.62666667,84.33,51.24029231,1.658508159,1.083333333,0,Winner
